"Gene"	"chromosome"	"start"	"end"	"gene_biotype"	"RealData"	"nRealBetter"
"ENSG00000214198"	"chr12"	104237527	104323989	"pseudogene"	0	37
"EEF1A1P12"	"chr2"	107313787	107315132	"pseudogene"	0	100
"RPS4XP1"	"chr12"	100402830	100403616	"pseudogene"	0	99
"KRT18P10"	"chrY"	5441186	5442472	"pseudogene"	0	100
"CTAGE14P"	"chr2"	168570173	168572575	"pseudogene"	0	100
"C19orf38"	"chr19"	10947251	10980466	"protein_coding"	0	66
"C12orf74"	"chr12"	93096619	93102325	"protein_coding"	0	91
"TUBBP2"	"chr13"	41958909	41959319	"pseudogene"	0	100
"HNRNPA1P10"	"chr19"	11776884	11777845	"pseudogene"	0	99
"FAM188B2"	"chr3"	150588832	150612089	"protein_coding"	0	85
"ENSG00000214239"	"chr6"	159047471	159049322	"protein_coding"	0	94
"ENSG00000214243"	"chr7"	76279718	76280214	"pseudogene"	0	99
"SETP21"	"chr5"	59755675	59756566	"pseudogene"	0	98
"ENSG00000214248"	"chr19"	7963689	7968427	"protein_coding"	0	93
"CTAGE11P"	"chr13"	75812080	75814432	"pseudogene"	0	99
"FIS1"	"chr7"	100882739	100895597	"protein_coding"	0	90
"RPSAP53"	"chr13"	67840977	67841838	"pseudogene"	0	100
"ENSG00000214264"	"chr11"	112051496	112053914	"pseudogene"	0	100
"RPS3AP33"	"chr8"	7048423	7049085	"pseudogene"	0	100
"LGMNP1"	"chr13"	65532229	65533528	"pseudogene"	0	100
"AGGF1P1"	"chr4"	190962497	190964569	"pseudogene"	0	97
"ANG"	"chr14"	21152336	21167130	"protein_coding"	0	97
"ENSG00000214278"	"chr5"	403846	404661	"pseudogene"	0	100
"ENSG00000214279"	"chr10"	135267432	135337062	"pseudogene"	0	100
"ENSG00000214280"	"chr3"	139301770	139302435	"pseudogene"	0	99
"ENSG00000214283"	"chr3"	136617918	136618918	"pseudogene"	0	100
"PDCL3P3"	"chr3"	17918947	17919661	"pseudogene"	0	100
"COLCA2"	"chr11"	111169565	111179460	"protein_coding"	0	87
"RSBN1L-AS1"	"chr7"	77286977	77325582	"lincRNA"	0	69
"FOXO1B"	"chr5"	180526140	180527666	"pseudogene"	0	100
"ALDOAP2"	"chr10"	127355444	127356519	"pseudogene"	0	100
"MRPS21P6"	"chr10"	126855246	126855506	"pseudogene"	0	100
"ENSG00000214301"	"chr3"	133209668	133210349	"pseudogene"	0	100
"MBLAC1"	"chr7"	99724317	99726118	"protein_coding"	0	99
"AZGP1P1"	"chr7"	99578385	99585158	"pseudogene"	0	95
"ATP5G1P6"	"chr18"	61164222	61164633	"pseudogene"	0	100
"CBX1P4"	"chrX"	17300760	17301216	"pseudogene"	0	99
"CBX1P2"	"chrX"	17117905	17118362	"pseudogene"	0	100
"ENSG00000214325"	"chr16"	75728367	75734089	"protein_coding"	0	96
"ENSG00000214331"	"chr16"	74366300	74402138	"pseudogene"	0	62
"CTAGE16P"	"chr13"	59102749	59105160	"pseudogene"	0	100
"FOXI3"	"chr2"	88747726	88752131	"processed_transcript"	0	100
"SOGA3"	"chr6"	127759551	127840500	"protein_coding"	0	36
"ENSG00000214347"	"chr19"	6393820	6412415	"lincRNA"	0	65
"OR1X5P"	"chr5"	177263435	177264647	"pseudogene"	0	99
"VAC14-AS1"	"chr16"	70789001	70807154	"antisense"	0	74
"ENSG00000214354"	"chr2"	87865347	87866283	"pseudogene"	0	100
"NEURL1B"	"chr5"	172068269	172118543	"protein_coding"	0	68
"RPL18P10"	"chr13"	50673467	50674004	"pseudogene"	0	100
"EFCAB9"	"chr5"	171621176	171630456	"protein_coding"	0	95
"ENSG00000214362"	"chr10"	97354355	97355129	"pseudogene"	0	100
"ENSG00000214366"	"chr8"	14166542	14167181	"pseudogene"	0	100
"ENSG00000214369"	"chr2"	170646603	170647395	"pseudogene"	0	100
"RPLP2P1"	"chr6"	27932953	27933292	"pseudogene"	0	100
"VSTM5"	"chr11"	93551398	93583697	"protein_coding"	0	63
"ENSG00000214380"	"chr3"	109634823	109635787	"pseudogene"	0	99
"RPS3AP26"	"chr7"	98015113	98015896	"pseudogene"	0	100
"ENSG00000214391"	"chr11"	90015728	90017340	"pseudogene"	0	98
"KANSL1-AS1"	"chr17"	44270942	44274089	"antisense"	0	94
"LCNL1"	"chr9"	139876356	139880862	"protein_coding"	0	99
"BBIP1"	"chr10"	112658488	112679032	"protein_coding"	0	95
"KRT18P13"	"chr9"	100461204	100463016	"pseudogene"	0	100
"FAM149B1P1"	"chr15"	97300217	97301826	"pseudogene"	0	100
"LRRC37A4P"	"chr17"	43578685	43627701	"pseudogene"	0	40
"CYCSP6"	"chr2"	78639919	78640220	"pseudogene"	0	100
"ENSG00000214432"	"chr15"	91565849	91579841	"antisense"	0	100
"ENSG00000214433"	"chr15"	90835194	90838915	"pseudogene"	0	100
"NIFKP1"	"chr10"	30669103	30669991	"pseudogene"	0	99
"FAM185BP"	"chr7"	76713203	76751433	"pseudogene"	0	74
"RCN1P2"	"chr13"	45964486	45965402	"pseudogene"	0	100
"PLIN5"	"chr19"	4522543	4535236	"protein_coding"	0	80
"TPT1P6"	"chr6"	86137171	86137684	"pseudogene"	0	100
"SMARCE1P6"	"chr2"	26372073	26373600	"pseudogene"	0	97
"ENSG00000214479"	"chr6"	83782692	83782854	"protein_coding"	0	99
"RPL7P1"	"chr5"	149473860	149474619	"pseudogene"	0	100
"OR7E148P"	"chr12"	8580236	8581206	"pseudogene"	0	98
"SEC14L6"	"chr22"	30918786	30942669	"protein_coding"	0	90
"SPINK13"	"chr5"	147647743	147665817	"protein_coding"	0	92
"HIGD1C"	"chr12"	51347705	51364289	"protein_coding"	0	86
"NOTO"	"chr2"	73429386	73439641	"protein_coding"	0	100
"KRT42P"	"chr17"	39782579	39796451	"pseudogene"	0	79
"ENSG00000214525"	"chr2"	68755373	68756584	"pseudogene"	0	100
"ENSG00000214526"	"chr22"	23664730	23665114	"pseudogene"	0	100
"KRT18P33"	"chr2"	65893829	65894871	"pseudogene"	0	100
"ZNF705E"	"chr11"	71525091	71532594	"pseudogene"	0	87
"RPS15AP1"	"chr20"	21146846	21147236	"pseudogene"	0	99
"RPS4XP3"	"chr20"	55176757	55177169	"pseudogene"	0	100
"GTF2IRD2P1"	"chr7"	72656902	72694143	"pseudogene"	0	70
"ENSG00000214546"	"chr17"	37775866	37778766	"lincRNA"	0	92
"MEG3"	"chr14"	101245747	101327368	"lincRNA"	0	69
"SDHCP2"	"chr10"	93878421	93878921	"pseudogene"	0	100
"COPS8P2"	"chr3"	68194154	68194780	"pseudogene"	0	98
"LRRC37A11P"	"chr17"	37183530	37209458	"pseudogene"	0	68
"C17orf98"	"chr17"	36991341	36997708	"protein_coding"	0	89
"ENSG00000214558"	"chr6"	66011354	66014960	"pseudogene"	0	96
"ENSG00000214559"	"chr4"	99172839	99182781	"antisense"	0	94
"RBBP4P4"	"chr6"	58446019	58447307	"pseudogene"	0	99
"NUTM2D"	"chr10"	89117425	89130452	"protein_coding"	0	90
"GAPDHP15"	"chr6"	58293965	58294939	"pseudogene"	0	98
"CPEB1"	"chr15"	83211951	83317612	"protein_coding"	0	48
"HMGN2P15"	"chr17"	40904898	40905817	"pseudogene"	0	97
"PGGT1BP2"	"chr10"	81651904	81652931	"pseudogene"	0	100
"ENSG00000214593"	"chr9"	128026124	128026369	"pseudogene"	0	100
"TMEM249"	"chr8"	145575878	145578574	"protein_coding"	0	99
"RPS19P1"	"chr20"	18485277	18485710	"pseudogene"	0	100
"SLC6A10P"	"chr16"	32888790	32896822	"pseudogene"	0	84
"POLR3DP1"	"chr10"	76414714	76415889	"pseudogene"	0	100
"ENSG00000214628"	"chrX"	96208629	96209194	"pseudogene"	0	100
"RPSAP6"	"chr10"	76131293	76132174	"pseudogene"	0	100
"ENSG00000214641"	"chr6"	51401953	51402341	"pseudogene"	0	99
"ENSG00000214645"	"chr9"	110539471	110540419	"protein_coding"	0	100
"ENSG00000214646"	"chr15"	78232253	78236924	"pseudogene"	0	99
"ENSG00000214650"	"chr12"	124997768	124999359	"lincRNA"	0	100
"ENSG00000214651"	"chr9"	124000395	124002367	"pseudogene"	0	100
"ENSG00000214652"	"chr7"	63505821	63545179	"pseudogene"	0	71
"HNRNPA3P3"	"chrX"	139114503	139115665	"pseudogene"	0	97
"ENSG00000214654"	"chr9"	123555829	123561848	"pseudogene"	0	97
"ZSWIM8"	"chr10"	75545340	75561551	"protein_coding"	0	87
"KRT8P26"	"chr11"	65494410	65495685	"pseudogene"	0	100
"C10orf105"	"chr10"	73471458	73497581	"protein_coding"	0	87
"ARHGEF33"	"chr2"	39117021	39202590	"protein_coding"	0	41
"C12orf71"	"chr12"	27233991	27235447	"protein_coding"	0	100
"ENSG00000214702"	"chr15"	74387926	74390758	"pseudogene"	0	99
"IFRD2"	"chr3"	50325163	50330349	"protein_coding"	0	94
"ENSG00000214708"	"chr17"	30468245	30470154	"protein_coding"	0	98
"CAPN14"	"chr2"	31395924	31456724	"protein_coding"	0	47
"ZBED1"	"chrX"	2404455	2419008	"protein_coding"	0	97
"ENSG00000214719"	"chr17"	28903482	28999807	"processed_transcript"	0	17
"CDIPT-AS1"	"chr16"	29874914	29879371	"antisense"	0	94
"RPL5P35"	"chr22"	50151275	50152628	"pseudogene"	0	100
"ENSG00000214733"	"chr8"	144871090	144872629	"antisense"	0	100
"MRPS5P3"	"chr5"	126478774	126478939	"pseudogene"	0	100
"ENSG00000214745"	"chrX"	55987641	55988915	"pseudogene"	0	100
"ENSG00000214748"	"chrX"	136407131	136407208	"pseudogene"	0	100
"ENSG00000214754"	"chr7"	47092391	47093272	"pseudogene"	0	97
"METTL12"	"chr11"	62432781	62435968	"protein_coding"	0	95
"RPL21P1"	"chr12"	122849327	122850176	"pseudogene"	0	100
"HNRNPA1P15"	"chr9"	128357948	128358907	"pseudogene"	0	98
"SEPT7P2"	"chr7"	45763379	45808617	"pseudogene"	0	62
"ENSG00000214770"	"chr14"	64796149	64805317	"antisense"	0	98
"ENSG00000214772"	"chr12"	14818589	14910897	"antisense"	0	27
"ENSG00000214773"	"chr3"	47643205	47646167	"sense_intronic"	0	96
"ENSG00000214776"	"chr12"	9620148	9728864	"pseudogene"	0	34
"POLR2J4"	"chr7"	43980494	44058774	"processed_transcript"	0	50
"ENSG00000214784"	"chr5"	110527924	110528740	"pseudogene"	0	99
"MS4A4E"	"chr11"	59968726	60010561	"protein_coding"	0	49
"OOSP1"	"chr11"	59705928	59712807	"protein_coding"	0	94
"ENSG00000214796"	"chr1"	202820956	202830748	"pseudogene"	0	100
"ENSG00000214797"	"chr11"	59036349	59051506	"lincRNA"	0	82
"ENSG00000214803"	"chr8"	125204912	125259639	"lincRNA"	0	75
"NPM1P31"	"chr10"	126556079	126556895	"pseudogene"	0	99
"CYCSP55"	"chr6"	34187216	34187843	"pseudogene"	0	100
"ENSG00000214812"	"chr1"	28446960	28447832	"pseudogene"	0	98
"ENSG00000214815"	"chr7"	138125435	138126983	"pseudogene"	0	100
"MPRIPP1"	"chr3"	44621430	44622518	"pseudogene"	0	100
"HMGB1P4"	"chr2"	171458172	171458738	"pseudogene"	0	100
"KRT16P3"	"chr17"	20404826	20415670	"pseudogene"	0	82
"EI24P3"	"chr3"	44566236	44567297	"pseudogene"	0	99
"DDX12P"	"chr12"	9570309	9600825	"pseudogene"	0	73
"UPF3AP2"	"chr17"	20278682	20280153	"pseudogene"	0	96
"RPL23AP6"	"chr20"	10329805	10330276	"pseudogene"	0	100
"ENSG00000214837"	"chr1"	243242159	243265035	"lincRNA"	0	100
"ENSG00000214844"	"chr17"	19041448	19041895	"protein_coding"	0	100
"ENSG00000214846"	"chr4"	15732585	15733250	"pseudogene"	0	99
"LINC00612"	"chr12"	9208182	9217666	"processed_transcript"	0	94
"SHFM1P1"	"chr5"	81188309	81188540	"pseudogene"	0	99
"EVPLL"	"chr17"	18280976	18292961	"protein_coding"	0	76
"SRSF9P1"	"chr21"	37667471	37668000	"pseudogene"	0	100
"TPM3P4"	"chr7"	27063356	27064526	"pseudogene"	0	100
"ENSG00000214871"	"chr7"	23210760	23234503	"protein_coding"	0	89
"SMTNL1"	"chr11"	57308979	57318108	"protein_coding"	0	84
"MED28P1"	"chr10"	70750893	70751463	"pseudogene"	0	100
"TMEM14D"	"chr10"	70304246	70304590	"pseudogene"	0	100
"ENSG00000214890"	"chr5"	78295935	78296947	"pseudogene"	0	100
"TRIM64C"	"chr11"	49075266	49080664	"protein_coding"	0	92
"USP8P1"	"chr6"	31243349	31246531	"pseudogene"	0	95
"RPSAP55"	"chr15"	53177792	53178667	"pseudogene"	0	100
"ENSG00000214897"	"chrX"	152662421	152664307	"pseudogene"	0	98
"C14orf182"	"chr14"	50448430	50474238	"protein_coding"	0	91
"DUTP8"	"chr4"	98969706	98970194	"pseudogene"	0	100
"ENSG00000214908"	"chr9"	88989881	88990621	"pseudogene"	0	99
"RPL23AP3"	"chr21"	37388377	37388844	"pseudogene"	0	100
"ENSG00000214915"	"chrX"	150684023	150684717	"lincRNA"	0	100
"ENSG00000214917"	"chr18"	29655848	29656235	"pseudogene"	0	100
"HLA-F-AS1"	"chr6"	29694378	29716826	"processed_transcript"	0	77
"ENSG00000214925"	"chrX"	140232663	140233358	"pseudogene"	0	100
"NPIPA8"	"chr16"	18411799	18441131	"protein_coding"	0	64
"ZSWIM7"	"chr17"	15879874	15903031	"protein_coding"	0	73
"ARHGEF28"	"chr5"	72921983	73237818	"protein_coding"	0	17
"TBC1D26"	"chr17"	15635561	15649476	"protein_coding"	0	75
"ENSG00000214955"	"chr21"	35577356	35697334	"lincRNA"	0	79
"ISPD"	"chr7"	16130817	16460947	"protein_coding"	0	4
"ENSG00000214961"	"chrX"	133406317	133407688	"pseudogene"	0	99
"NPIPA7"	"chr16"	16472912	16487811	"protein_coding"	0	79
"CHCHD3P3"	"chr1"	27527325	27527964	"pseudogene"	0	100
"PPIAP29"	"chr6"	24976647	24977210	"pseudogene"	0	100
"ENSG00000214980"	"chr4"	85165156	85166641	"pseudogene"	0	98
"PARGP1"	"chr10"	51623417	51732824	"pseudogene"	0	63
"ENSG00000214985"	"chr6"	107547242	107547443	"pseudogene"	0	100
"FAM25D"	"chr10"	51214507	51216406	"lincRNA"	0	100
"RPL7AP26"	"chr4"	83411976	83412788	"pseudogene"	0	100
"AKAP17BP"	"chrX"	118383309	118391633	"pseudogene"	0	97
"ENSG00000214998"	"chr7"	7948931	7950080	"pseudogene"	0	98
"ENSG00000214999"	"chr17"	7982800	7984883	"protein_coding"	0	99
"MESTP4"	"chr3"	29128887	29130090	"pseudogene"	0	97
"HSPD1P7"	"chr21"	30259602	30261594	"pseudogene"	0	100
"CHCHD2P2"	"chr5"	68629756	68630076	"pseudogene"	0	100
"DNAJA1P3"	"chrX"	106594880	106596073	"pseudogene"	0	97
"C22orf29"	"chr22"	19833661	19842419	"protein_coding"	0	93
"ENSG00000215014"	"chr1"	1510355	1511373	"protein_coding"	0	97
"RPL24P7"	"chr3"	23175863	23176315	"pseudogene"	0	100
"COL28A1"	"chr7"	7395834	7575484	"protein_coding"	0	22
"PHB2"	"chr12"	7074490	7079988	"protein_coding"	0	93
"ENSG00000215022"	"chr6"	13265093	13295818	"antisense"	0	71
"RPL13P12"	"chr17"	17286691	17287326	"pseudogene"	0	98
"GNL3LP1"	"chr5"	60187762	60189404	"pseudogene"	0	99
"FDPSP5"	"chrX"	44335273	44336668	"pseudogene"	0	99
"NEURL4"	"chr17"	7218947	7232712	"protein_coding"	0	85
"AHCYP1"	"chr10"	47594379	47595651	"pseudogene"	0	99
"GRID2IP"	"chr7"	6537093	6591067	"protein_coding"	0	58
"PRDX2P1"	"chr13"	30870284	30870872	"pseudogene"	0	100
"HNRNPCP10"	"chrX"	143922298	143923181	"pseudogene"	0	100
"PKMP5"	"chr6"	5972645	5974245	"pseudogene"	0	98
"RPL21P2"	"chr20"	4040280	4040760	"pseudogene"	0	100
"DUSP8P4"	"chr10"	47254247	47256007	"pseudogene"	0	99
"C9orf38"	"chr9"	6467618	6470375	"protein_coding"	0	100
"ENSG00000215068"	"chr5"	43041677	43045492	"antisense"	0	97
"XRCC6P5"	"chrX"	98716600	98976156	"pseudogene"	0	43
"ENSG00000215085"	"chrX"	94839302	94839941	"pseudogene"	0	100
"NPM1P24"	"chr10"	74677399	74678292	"pseudogene"	0	99
"RPS5P3"	"chr21"	34853887	34854502	"pseudogene"	0	99
"KRT18P11"	"chrX"	91714669	91715951	"pseudogene"	0	100
"EEF1A1P29"	"chrX"	85415268	85416363	"pseudogene"	0	99
"DUSP8P3"	"chr10"	46773447	46775206	"pseudogene"	0	98
"TERF1P4"	"chrX"	83003833	83004947	"pseudogene"	0	100
"CHMP1B2P"	"chrX"	79528830	79565669	"pseudogene"	0	83
"TTC3P1"	"chrX"	74960541	74966749	"pseudogene"	0	99
"CXorf49B"	"chrX"	70983140	70987054	"lincRNA"	0	100
"UBXN2B"	"chr8"	59323823	59364060	"protein_coding"	0	82
"LINC00588"	"chr8"	58192102	58197290	"lincRNA"	0	99
"ENSG00000215120"	"chrX"	70747664	70750075	"pseudogene"	0	97
"CBWD7"	"chr9"	42668608	42714962	"protein_coding"	0	85
"C16orf90"	"chr16"	3543484	3545480	"protein_coding"	0	96
"ENSG00000215154"	"chr16"	2653351	2680495	"pseudogene"	0	70
"ENSG00000215156"	"chr5"	34190161	34193758	"pseudogene"	0	100
"ENSG00000215158"	"chr5"	34164803	34244901	"pseudogene"	0	65
"ENSG00000215159"	"chr12"	65153301	65173098	"antisense"	0	75
"OR7E122P"	"chr3"	8729829	8730845	"pseudogene"	0	100
"ENSG00000215168"	"chrX"	65275429	65276429	"pseudogene"	0	100
"ENSG00000215174"	"chrX"	57703500	57706693	"pseudogene"	0	100
"IGLV8OR8-1"	"chr8"	48114067	48114520	"IG_V_pseudogene"	0	100
"MAPK6PS4"	"chr8"	47884099	47886240	"pseudogene"	0	100
"GOLGA6B"	"chr15"	72947079	72958735	"protein_coding"	0	93
"FAM166B"	"chr9"	35561828	35563896	"protein_coding"	0	100
"LINC00680"	"chr6"	58272352	58287779	"processed_transcript"	0	87
"ENSG00000215198"	"chr9"	35147407	35149181	"pseudogene"	0	100
"YWHAZP6"	"chr9"	34922181	34922918	"pseudogene"	0	100
"RBMXP2"	"chr9"	30689103	30690270	"pseudogene"	0	100
"C5orf49"	"chr5"	7830491	7851603	"protein_coding"	0	85
"UBA52P6"	"chr9"	22012154	22012535	"pseudogene"	0	100
"CYP51A1P3"	"chr6"	148799829	148801899	"pseudogene"	0	96
"ENSG00000215237"	"chr9"	14993310	15019727	"pseudogene"	0	95
"ENSG00000215241"	"chr12"	8388011	8395160	"lincRNA"	0	86
"ENSG00000215246"	"chr5"	987295	997423	"antisense"	0	89
"FASTKD5"	"chr20"	3127165	3140543	"protein_coding"	0	99
"GOLGA8B"	"chr15"	34817408	34880704	"protein_coding"	0	75
"DHRS4-AS1"	"chr14"	24407940	24458048	"processed_transcript"	0	68
"ENSG00000215263"	"chr2"	42759906	42760582	"pseudogene"	0	100
"AKR1C7P"	"chr10"	5317136	5330433	"pseudogene"	0	90
"ENSG00000215268"	"chr22"	16413687	16415946	"pseudogene"	0	99
"ENSG00000215270"	"chr22"	16122720	16123768	"pseudogene"	0	97
"HOMEZ"	"chr14"	23741666	23768656	"protein_coding"	0	84
"GAGE10"	"chrX"	49160148	49176323	"protein_coding"	0	95
"C14orf164"	"chr14"	23654525	23742686	"protein_coding"	0	65
"HMGB3P24"	"chr9"	36303496	36304921	"pseudogene"	0	100
"ENSG00000215284"	"chrX"	46584599	46585253	"pseudogene"	0	100
"ENSG00000215288"	"chr8"	26868664	26869888	"pseudogene"	0	98
"ENSG00000215297"	"chr9"	3364329	3364792	"pseudogene"	0	100
"ENSG00000215302"	"chr15"	30762982	30799826	"pseudogene"	0	80
"ENSG00000215304"	"chr15"	32691157	32727434	"processed_transcript"	0	77
"VPS16"	"chr20"	2821349	2847378	"protein_coding"	0	95
"ENSG00000215306"	"chr14"	23286463	23291750	"protein_coding"	0	99
"RBBP4P3"	"chr6"	57841107	57842388	"pseudogene"	0	99
"NPM1P12"	"chr7"	149031115	149031948	"pseudogene"	0	100
"THUMPD1P1"	"chr21"	30274101	30276019	"pseudogene"	0	100
"ENSG00000215319"	"chrX"	9786279	9787509	"pseudogene"	0	100
"OR7E84P"	"chr4"	9470746	9471694	"pseudogene"	0	100
"GPX1P2"	"chr21"	28515663	28516268	"pseudogene"	0	100
"KRT18P23"	"chr22"	44962845	44964127	"pseudogene"	0	100
"ZNF705D"	"chr8"	11961898	11973025	"protein_coding"	0	97
"ENSG00000215346"	"chr8"	10983980	10987745	"protein_coding"	0	98
"SLC25A5P1"	"chr22"	42397073	42397970	"pseudogene"	0	100
"MRPL3P1"	"chr13"	19878733	19879765	"pseudogene"	0	100
"FAM90A24P"	"chr8"	7876951	7888168	"pseudogene"	0	94
"ZNF705B"	"chr8"	7783859	7812271	"protein_coding"	0	84
"TMED11P"	"chr4"	1108985	1147514	"pseudogene"	0	79
"RPL37P3"	"chr21"	19266510	19266802	"pseudogene"	0	100
"ZNF705G"	"chr8"	7213039	7243080	"protein_coding"	0	84
"FAM90A5P"	"chr8"	7144914	7148476	"pseudogene"	0	97
"FAM66B"	"chr8"	7159133	7212876	"lincRNA"	0	71
"MYL5"	"chr4"	667369	675822	"protein_coding"	0	96
"ENSG00000215380"	"chr11"	35395812	35396021	"pseudogene"	0	100
"ENSG00000215381"	"chr1"	23571258	23571717	"pseudogene"	0	99
"ACTG1P3"	"chr20"	1141228	1142341	"pseudogene"	0	99
"BMS1P18"	"chr14"	19889386	19904890	"lincRNA"	0	93
"SCRT2"	"chr20"	642240	656823	"protein_coding"	0	98
"ENSG00000215398"	"chr14"	19110203	19118336	"pseudogene"	0	99
"ENSG00000215403"	"chr22"	37361289	37364213	"antisense"	0	100
"PSMA6P1"	"chrY"	15398518	15399258	"pseudogene"	0	100
"MIR17HG"	"chr13"	92000074	92006833	"processed_transcript"	0	97
"ENSG00000215431"	"chr18"	60491423	60492724	"protein_coding"	0	100
"NPEPL1"	"chr20"	57264187	57294294	"protein_coding"	0	100
"CTAGE12P"	"chr9"	27608380	27610743	"pseudogene"	0	100
"ENSG00000215447"	"chr21"	46707967	46711653	"processed_transcript"	0	99
"ZNF663P"	"chr20"	45042867	45087915	"pseudogene"	0	86
"BCRP4"	"chr22"	22972532	22978624	"pseudogene"	0	95
"ENSG00000215458"	"chr21"	45225639	45232448	"antisense"	0	96
"ENSG00000215462"	"chr13"	50007495	50020554	"protein_coding"	0	99
"ENSG00000215464"	"chr22"	24665314	24666102	"pseudogene"	0	99
"RPL27AP"	"chr20"	42281163	42281931	"pseudogene"	0	100
"SIAH3"	"chr13"	46354405	46425871	"protein_coding"	0	81
"CES5AP1"	"chr22"	23701790	23729918	"pseudogene"	0	82
"OR7E37P"	"chr13"	42016906	42017786	"pseudogene"	0	100
"BCRP3"	"chr22"	25028882	25046799	"pseudogene"	0	87
"CALM2P3"	"chr13"	41744836	41745284	"pseudogene"	0	100
"LINC00598"	"chr13"	41025131	41055143	"lincRNA"	0	96
"ARL2BPP3"	"chr13"	37363469	37369187	"pseudogene"	0	97
"HNRNPA1P7"	"chr18"	29991471	29993167	"pseudogene"	0	100
"ENSG00000215493"	"chr22"	20804409	20806111	"pseudogene"	0	99
"FAM230B"	"chr22"	21522047	21546445	"processed_transcript"	0	88
"ENSG00000215504"	"chr11"	85563600	85565986	"protein_coding"	0	95
"TPTE2P4"	"chrY"	28654360	28725837	"pseudogene"	0	97
"PI4KAP1"	"chr22"	20383524	20427835	"pseudogene"	0	74
"IFIT1P1"	"chr13"	32958797	32960245	"pseudogene"	0	99
"ENSG00000215527"	"chr18"	12658042	12663470	"protein_coding"	0	99
"EFCAB8"	"chr20"	31446729	31549006	"protein_coding"	0	76
"ZNF736P11Y"	"chrY"	25012691	25013903	"pseudogene"	0	100
"ENSG00000215548"	"chr9"	68427861	68455375	"pseudogene"	0	93
"KRT18P3"	"chr20"	22713440	22714727	"pseudogene"	0	98
"ANKRD20A11P"	"chr21"	15281895	15352758	"pseudogene"	0	73
"ENSG00000215565"	"chr11"	129952103	129952367	"pseudogene"	0	100
"GAB4"	"chr22"	17442826	17489112	"protein_coding"	0	79
"GRK6P1"	"chr13"	21893231	21895005	"pseudogene"	0	100
"ESRRAP1"	"chr13"	20134153	20135409	"pseudogene"	0	100
"BCORP1"	"chrY"	21617317	21665039	"pseudogene"	0	97
"ENSG00000215586"	"chr20"	7812445	7812969	"pseudogene"	0	100
"ENSG00000215589"	"chr20"	5908731	5909964	"pseudogene"	0	100
"C20orf202"	"chr20"	1184098	1188918	"protein_coding"	0	97
"ZNF962P"	"chr13"	19041312	19059588	"pseudogene"	0	95
"KRT18P35"	"chr3"	141189476	141190744	"pseudogene"	0	98
"HMX1"	"chr4"	8847802	8873543	"protein_coding"	0	86
"GUSBP9"	"chr5"	70435716	70585611	"pseudogene"	0	33
"GCGR"	"chr17"	79762008	79771889	"protein_coding"	0	100
"ENSG00000215692"	"chr2"	242674130	242674913	"antisense"	0	100
"CELA2B"	"chr1"	15792404	15817895	"protein_coding"	0	56
"TMEM242"	"chr6"	157710418	157744633	"protein_coding"	0	73
"TMEM167B"	"chr1"	109632425	109639556	"protein_coding"	0	93
"MRPL20P1"	"chr21"	38366943	38367375	"pseudogene"	0	100
"GOLGA6L18"	"chr15"	82930438	82939159	"protein_coding"	0	97
"TAF9BP2"	"chr10"	116569134	116570929	"pseudogene"	0	97
"ENSG00000215769"	"chr17"	62745781	62778117	"processed_transcript"	0	52
"LRRC37A14P"	"chr22"	41585731	41586192	"pseudogene"	0	100
"FAM72D"	"chr1"	143896452	143913143	"protein_coding"	0	100
"CFL1P6"	"chr1"	11051035	11051854	"pseudogene"	0	100
"SLC35E2"	"chr1"	1656277	1677431	"protein_coding"	0	62
"ENSG00000215795"	"chr1"	247347115	247348784	"pseudogene"	0	100
"ENSG00000215796"	"chr1"	247206093	247207323	"pseudogene"	0	100
"KRT18P65"	"chr6"	112682639	112684039	"pseudogene"	0	99
"BTNL10"	"chr1"	228696356	228700006	"pseudogene"	0	100
"ZC3H11B"	"chr1"	219782859	219786462	"pseudogene"	0	100
"QRSL1P1"	"chr1"	168418910	168420449	"pseudogene"	0	100
"ENSG00000215835"	"chr1"	166244866	166246834	"pseudogene"	0	100
"ENSG00000215838"	"chr1"	165667987	165679205	"pseudogene"	0	100
"ENSG00000215840"	"chr1"	161375858	161376872	"pseudogene"	0	100
"TSTD1"	"chr1"	161007421	161008780	"protein_coding"	0	100
"ENSG00000215859"	"chr1"	147466094	147484331	"lincRNA"	0	100
"PDZK1P1"	"chr1"	145924388	145942619	"pseudogene"	0	100
"ENSG00000215861"	"chr1"	144676874	144679969	"pseudogene"	0	100
"LINC01138"	"chr1"	147835127	147931933	"lincRNA"	0	100
"NBPF7"	"chr1"	120377388	120387779	"pseudogene"	0	79
"KRT18P57"	"chr1"	112190913	112192166	"pseudogene"	0	98
"ENSG00000215869"	"chr1"	104615645	104619709	"lincRNA"	0	92
"ENSG00000215871"	"chr1"	100797360	100798173	"pseudogene"	0	100
"FEN1P1"	"chr1"	91793926	91795070	"pseudogene"	0	98
"CAPNS1P1"	"chr1"	89859592	89860224	"pseudogene"	0	100
"MARCKSL1P2"	"chr6"	138723722	138724697	"pseudogene"	0	98
"CYB5RL"	"chr1"	54638009	54665709	"protein_coding"	0	49
"ENSG00000215893"	"chr1"	41564310	41564808	"pseudogene"	0	100
